"REF_DATE","GEO","DGUID","New housing price indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.9","","","","1"
"2009-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2009-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2009-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2009-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2009-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2009-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2009-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2009-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2009-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2009-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2010-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2010-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.8","","","","1"
"2010-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.4","","","","1"
"2010-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.1","","","","1"
"2010-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.4","","","","1"
"2010-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.1","","","","1"
"2010-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.9","","","","1"
"2010-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.9","","","","1"
"2010-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.9","","","","1"
"2010-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.9","","","","1"
"2010-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.5","","","","1"
"2010-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.5","","","","1"
"2011-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","97.5","","","","1"
"2011-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.9","","","","1"
"2011-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.9","","","","1"
"2011-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2011-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.6","","","","1"
"2011-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.6","","","","1"
"2011-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2011-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2011-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.7","","","","1"
"2011-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2011-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2011-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2012-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.7","","","","1"
"2012-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","","","","1"
"2012-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","","","","1"
"2012-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2012-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.9","","","","1"
"2012-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2012-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","","","","1"
"2012-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2012-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","","","","1"
"2012-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2012-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2012-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.2","","","","1"
"2013-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2013-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2013-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2013-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","","","","1"
"2013-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.6","","","","1"
"2013-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2013-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2013-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2013-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.9","","","","1"
"2013-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2013-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2013-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.8","","","","1"
"2014-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","","","","1"
"2014-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","","","","1"
"2014-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.7","","","","1"
"2014-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.7","","","","1"
"2014-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.6","","","","1"
"2014-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.4","","","","1"
"2014-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2014-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2014-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2014-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2014-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","98.8","","","","1"
"2014-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2015-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2015-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.3","","","","1"
"2015-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.5","","","","1"
"2015-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","","","","1"
"2015-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.4","","","","1"
"2015-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2015-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.1","","","","1"
"2015-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2015-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.0","","","","1"
"2015-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.0","","","","1"
"2015-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2015-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2016-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.1","","","","1"
"2016-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2016-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2016-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.4","","","","1"
"2016-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2016-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2017-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2017-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2017-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2017-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","","","","1"
"2017-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.8","","","","1"
"2017-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","99.7","","","","1"
"2017-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2017-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2017-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2017-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2017-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2017-12","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","","","","1"
"2018-01","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","E","","","1"
"2018-02","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","E","","","1"
"2018-03","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","E","","","1"
"2018-04","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","E","","","1"
"2018-05","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","E","","","1"
"2018-06","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.4","E","","","1"
"2018-07","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","E","","","1"
"2018-08","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.5","E","","","1"
"2018-09","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.3","E","","","1"
"2018-10","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.2","E","","","1"
"2018-11","Prince Edward Island","2016A000211","Total (house and land)","Index, 201612=100","347","units ","0","v111955454","5.1","100.0","E","","","1"
"2008-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","88.4","","","","1"
"2008-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","88.4","","","","1"
"2008-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","89.5","","","","1"
"2008-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","89.5","","","","1"
"2008-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","89.9","","","","1"
"2008-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.3","","","","1"
"2008-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.5","","","","1"
"2008-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.5","","","","1"
"2008-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.6","","","","1"
"2008-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.7","","","","1"
"2008-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.7","","","","1"
"2008-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.8","","","","1"
"2009-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.8","","","","1"
"2009-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","90.9","","","","1"
"2009-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.1","","","","1"
"2009-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.1","","","","1"
"2009-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.3","","","","1"
"2009-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.3","","","","1"
"2010-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.4","","","","1"
"2010-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.4","","","","1"
"2010-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.5","","","","1"
"2010-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.5","","","","1"
"2010-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.6","","","","1"
"2010-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.7","","","","1"
"2010-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.7","","","","1"
"2010-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.7","","","","1"
"2010-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.7","","","","1"
"2010-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","91.7","","","","1"
"2010-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","92.8","","","","1"
"2010-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.1","","","","1"
"2011-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.2","","","","1"
"2011-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.2","","","","1"
"2011-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.9","","","","1"
"2011-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.9","","","","1"
"2011-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.9","","","","1"
"2011-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.9","","","","1"
"2012-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","93.9","","","","1"
"2012-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.0","","","","1"
"2012-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.0","","","","1"
"2012-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.0","","","","1"
"2012-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.2","","","","1"
"2012-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.0","","","","1"
"2012-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.5","","","","1"
"2012-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.9","","","","1"
"2012-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.8","","","","1"
"2012-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","95.8","","","","1"
"2012-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","96.3","","","","1"
"2012-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","96.5","","","","1"
"2013-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","96.6","","","","1"
"2013-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","97.6","","","","1"
"2013-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","97.6","","","","1"
"2013-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","97.6","","","","1"
"2013-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","97.9","","","","1"
"2013-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","97.8","","","","1"
"2013-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.2","","","","1"
"2013-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2013-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.2","","","","1"
"2013-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.2","","","","1"
"2013-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.2","","","","1"
"2013-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2014-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2014-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.0","","","","1"
"2014-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2014-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2014-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.1","","","","1"
"2014-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.0","","","","1"
"2014-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.0","","","","1"
"2014-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.0","","","","1"
"2014-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.3","","","","1"
"2014-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.4","","","","1"
"2014-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.4","","","","1"
"2014-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.4","","","","1"
"2015-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.4","","","","1"
"2015-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.8","","","","1"
"2015-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2015-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2015-05","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.0","","","","1"
"2015-06","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.1","","","","1"
"2015-07","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.0","","","","1"
"2015-08","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.0","","","","1"
"2015-09","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.0","","","","1"
"2015-10","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","99.1","","","","1"
"2015-11","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.7","","","","1"
"2015-12","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2016-01","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2016-02","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2016-03","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
"2016-04","Nova Scotia","2016A000212","Total (house and land)","Index, 201612=100","347","units ","0","v111955460","7.1","98.9","","","","1"
