REF_DATE,GEO,VECTOR,COORDINATE,VALUE
Apr-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.1
May-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.1
Jun-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.1
Jul-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.5
Aug-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.5
Sep-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.5
Oct-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.5
Nov-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.8
Dec-17,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101
Jan-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.2
Feb-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.2
Mar-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.2
Apr-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.1
May-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.1
Jun-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.1
Jul-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.9
Aug-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.1
Sep-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,101.1
Oct-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.9
Nov-18,"Saint John, Fredericton, and Moncton, New Brunswick",v111955469,10.1,100.9
Jan-08,Quebec,v111955472,11.1,85.8
Feb-08,Quebec,v111955472,11.1,86.6
Mar-08,Quebec,v111955472,11.1,86.6
Apr-08,Quebec,v111955472,11.1,86.6
May-08,Quebec,v111955472,11.1,87.9
Jun-08,Quebec,v111955472,11.1,88
Jul-08,Quebec,v111955472,11.1,88.1
Aug-08,Quebec,v111955472,11.1,88.8
Sep-08,Quebec,v111955472,11.1,88.7
Oct-08,Quebec,v111955472,11.1,88.7
Nov-08,Quebec,v111955472,11.1,89.2
Dec-08,Quebec,v111955472,11.1,89.1
Jan-09,Quebec,v111955472,11.1,89.3
Feb-09,Quebec,v111955472,11.1,90
Mar-09,Quebec,v111955472,11.1,90.2
Apr-09,Quebec,v111955472,11.1,90.2
May-09,Quebec,v111955472,11.1,90.4
Jun-09,Quebec,v111955472,11.1,90.5
Jul-09,Quebec,v111955472,11.1,90.5
Aug-09,Quebec,v111955472,11.1,90.7
Sep-09,Quebec,v111955472,11.1,90.8
Oct-09,Quebec,v111955472,11.1,91.2
Nov-09,Quebec,v111955472,11.1,91.6
Dec-09,Quebec,v111955472,11.1,91.8
Jan-10,Quebec,v111955472,11.1,91.8
Feb-10,Quebec,v111955472,11.1,92
Mar-10,Quebec,v111955472,11.1,92.8
Apr-10,Quebec,v111955472,11.1,92.8
May-10,Quebec,v111955472,11.1,93.1
Jun-10,Quebec,v111955472,11.1,93.2
Jul-10,Quebec,v111955472,11.1,93.2
Aug-10,Quebec,v111955472,11.1,93.4
Sep-10,Quebec,v111955472,11.1,94.6
Oct-10,Quebec,v111955472,11.1,94.7
Nov-10,Quebec,v111955472,11.1,94.9
Dec-10,Quebec,v111955472,11.1,94.6
Jan-11,Quebec,v111955472,11.1,95
Feb-11,Quebec,v111955472,11.1,95.3
Mar-11,Quebec,v111955472,11.1,95.3
Apr-11,Quebec,v111955472,11.1,95.6
May-11,Quebec,v111955472,11.1,96
Jun-11,Quebec,v111955472,11.1,95.9
Jul-11,Quebec,v111955472,11.1,95.9
Aug-11,Quebec,v111955472,11.1,96
Sep-11,Quebec,v111955472,11.1,96.1
Oct-11,Quebec,v111955472,11.1,96.1
Nov-11,Quebec,v111955472,11.1,96.6
Dec-11,Quebec,v111955472,11.1,96.8
Jan-12,Quebec,v111955472,11.1,96.8
Feb-12,Quebec,v111955472,11.1,97
Mar-12,Quebec,v111955472,11.1,97.2
Apr-12,Quebec,v111955472,11.1,97.2
May-12,Quebec,v111955472,11.1,97.3
Jun-12,Quebec,v111955472,11.1,97.4
Jul-12,Quebec,v111955472,11.1,97.5
Aug-12,Quebec,v111955472,11.1,97.7
Sep-12,Quebec,v111955472,11.1,97.7
Oct-12,Quebec,v111955472,11.1,98
Nov-12,Quebec,v111955472,11.1,98.2
Dec-12,Quebec,v111955472,11.1,98.2
Jan-13,Quebec,v111955472,11.1,98.2
Feb-13,Quebec,v111955472,11.1,98.3
Mar-13,Quebec,v111955472,11.1,98.3
Apr-13,Quebec,v111955472,11.1,98.2
May-13,Quebec,v111955472,11.1,98.4
Jun-13,Quebec,v111955472,11.1,98.6
Jul-13,Quebec,v111955472,11.1,98.5
Aug-13,Quebec,v111955472,11.1,98.6
Sep-13,Quebec,v111955472,11.1,98.6
Oct-13,Quebec,v111955472,11.1,98.6
Nov-13,Quebec,v111955472,11.1,98.7
Dec-13,Quebec,v111955472,11.1,98.7
Jan-14,Quebec,v111955472,11.1,98.8
Feb-14,Quebec,v111955472,11.1,98.8
Mar-14,Quebec,v111955472,11.1,98.8
Apr-14,Quebec,v111955472,11.1,98.8
May-14,Quebec,v111955472,11.1,98.9
Jun-14,Quebec,v111955472,11.1,98.9
Jul-14,Quebec,v111955472,11.1,98.9
Aug-14,Quebec,v111955472,11.1,98.9
Sep-14,Quebec,v111955472,11.1,98.7
Oct-14,Quebec,v111955472,11.1,98.8
Nov-14,Quebec,v111955472,11.1,98.8
Dec-14,Quebec,v111955472,11.1,98.7
Jan-15,Quebec,v111955472,11.1,98.8
Feb-15,Quebec,v111955472,11.1,99
Mar-15,Quebec,v111955472,11.1,99
Apr-15,Quebec,v111955472,11.1,98.9
May-15,Quebec,v111955472,11.1,98.7
Jun-15,Quebec,v111955472,11.1,98.7
Jul-15,Quebec,v111955472,11.1,98.9
Aug-15,Quebec,v111955472,11.1,99
Sep-15,Quebec,v111955472,11.1,99.1
Oct-15,Quebec,v111955472,11.1,99.1
Nov-15,Quebec,v111955472,11.1,99.4
Dec-15,Quebec,v111955472,11.1,99.4
Jan-16,Quebec,v111955472,11.1,99.4
Feb-16,Quebec,v111955472,11.1,99.5
Mar-16,Quebec,v111955472,11.1,99.6
Apr-16,Quebec,v111955472,11.1,99.6
May-16,Quebec,v111955472,11.1,99.6
Jun-16,Quebec,v111955472,11.1,99.6
Jul-16,Quebec,v111955472,11.1,99.7
Aug-16,Quebec,v111955472,11.1,99.7
Sep-16,Quebec,v111955472,11.1,100
Oct-16,Quebec,v111955472,11.1,100
Nov-16,Quebec,v111955472,11.1,100
Dec-16,Quebec,v111955472,11.1,100
Jan-17,Quebec,v111955472,11.1,100.1
Feb-17,Quebec,v111955472,11.1,100.3
Mar-17,Quebec,v111955472,11.1,100.2
Apr-17,Quebec,v111955472,11.1,100.3
May-17,Quebec,v111955472,11.1,100.4
Jun-17,Quebec,v111955472,11.1,100.5
Jul-17,Quebec,v111955472,11.1,100.7
Aug-17,Quebec,v111955472,11.1,100.7
Sep-17,Quebec,v111955472,11.1,100.8
Oct-17,Quebec,v111955472,11.1,101
Nov-17,Quebec,v111955472,11.1,101.1
Dec-17,Quebec,v111955472,11.1,101.1
Jan-18,Quebec,v111955472,11.1,101.4
Feb-18,Quebec,v111955472,11.1,101.8
Mar-18,Quebec,v111955472,11.1,101.8
Apr-18,Quebec,v111955472,11.1,101.9
May-18,Quebec,v111955472,11.1,101.9
Jun-18,Quebec,v111955472,11.1,102.6
Jul-18,Quebec,v111955472,11.1,102.7
Aug-18,Quebec,v111955472,11.1,103
Sep-18,Quebec,v111955472,11.1,103.1
Oct-18,Quebec,v111955472,11.1,103.2
Nov-18,Quebec,v111955472,11.1,103.5
Jan-08,"Québec, Quebec",v111955475,12.1,84.1
Feb-08,"Québec, Quebec",v111955475,12.1,84.5
Mar-08,"Québec, Quebec",v111955475,12.1,84.5
Apr-08,"Québec, Quebec",v111955475,12.1,85.4
May-08,"Québec, Quebec",v111955475,12.1,85.7
Jun-08,"Québec, Quebec",v111955475,12.1,85.9
Jul-08,"Québec, Quebec",v111955475,12.1,85.9
Aug-08,"Québec, Quebec",v111955475,12.1,87.1
Sep-08,"Québec, Quebec",v111955475,12.1,87.1
Oct-08,"Québec, Quebec",v111955475,12.1,87.1
Nov-08,"Québec, Quebec",v111955475,12.1,88.4
Dec-08,"Québec, Quebec",v111955475,12.1,88.4
Jan-09,"Québec, Quebec",v111955475,12.1,88.9
Feb-09,"Québec, Quebec",v111955475,12.1,91.3
Mar-09,"Québec, Quebec",v111955475,12.1,91.4
Apr-09,"Québec, Quebec",v111955475,12.1,91.4
May-09,"Québec, Quebec",v111955475,12.1,91.8
Jun-09,"Québec, Quebec",v111955475,12.1,91.8
Jul-09,"Québec, Quebec",v111955475,12.1,91.8
Aug-09,"Québec, Quebec",v111955475,12.1,92.6
Sep-09,"Québec, Quebec",v111955475,12.1,92.6
Oct-09,"Québec, Quebec",v111955475,12.1,93.7
Nov-09,"Québec, Quebec",v111955475,12.1,94.5
Dec-09,"Québec, Quebec",v111955475,12.1,94.5
Jan-10,"Québec, Quebec",v111955475,12.1,94.5
Feb-10,"Québec, Quebec",v111955475,12.1,94.5
Mar-10,"Québec, Quebec",v111955475,12.1,94.5
Apr-10,"Québec, Quebec",v111955475,12.1,94.7
May-10,"Québec, Quebec",v111955475,12.1,95.3
Jun-10,"Québec, Quebec",v111955475,12.1,95.4
Jul-10,"Québec, Quebec",v111955475,12.1,95.4
Aug-10,"Québec, Quebec",v111955475,12.1,95.4
Sep-10,"Québec, Quebec",v111955475,12.1,95.3
Oct-10,"Québec, Quebec",v111955475,12.1,95.6
Nov-10,"Québec, Quebec",v111955475,12.1,95.9
Dec-10,"Québec, Quebec",v111955475,12.1,95.5
Jan-11,"Québec, Quebec",v111955475,12.1,96
Feb-11,"Québec, Quebec",v111955475,12.1,96.6
Mar-11,"Québec, Quebec",v111955475,12.1,96
Apr-11,"Québec, Quebec",v111955475,12.1,96
May-11,"Québec, Quebec",v111955475,12.1,96
Jun-11,"Québec, Quebec",v111955475,12.1,96.3
Jul-11,"Québec, Quebec",v111955475,12.1,96.3
Aug-11,"Québec, Quebec",v111955475,12.1,96.6
Sep-11,"Québec, Quebec",v111955475,12.1,96.7
Oct-11,"Québec, Quebec",v111955475,12.1,96.8
Nov-11,"Québec, Quebec",v111955475,12.1,97.4
Dec-11,"Québec, Quebec",v111955475,12.1,97.6
Jan-12,"Québec, Quebec",v111955475,12.1,97.7
Feb-12,"Québec, Quebec",v111955475,12.1,98.4
Mar-12,"Québec, Quebec",v111955475,12.1,98.9
Apr-12,"Québec, Quebec",v111955475,12.1,99
May-12,"Québec, Quebec",v111955475,12.1,99.1
Jun-12,"Québec, Quebec",v111955475,12.1,99.2
Jul-12,"Québec, Quebec",v111955475,12.1,99.2
Aug-12,"Québec, Quebec",v111955475,12.1,99.8
Sep-12,"Québec, Quebec",v111955475,12.1,100.1
Oct-12,"Québec, Quebec",v111955475,12.1,100.1
Nov-12,"Québec, Quebec",v111955475,12.1,100.2
Dec-12,"Québec, Quebec",v111955475,12.1,100.4
Jan-13,"Québec, Quebec",v111955475,12.1,100.4
Feb-13,"Québec, Quebec",v111955475,12.1,100.4
Mar-13,"Québec, Quebec",v111955475,12.1,100.4
Apr-13,"Québec, Quebec",v111955475,12.1,100.4
May-13,"Québec, Quebec",v111955475,12.1,100.4
Jun-13,"Québec, Quebec",v111955475,12.1,100.4
Jul-13,"Québec, Quebec",v111955475,12.1,100.4
Aug-13,"Québec, Quebec",v111955475,12.1,100.4
Sep-13,"Québec, Quebec",v111955475,12.1,100.4
Oct-13,"Québec, Quebec",v111955475,12.1,100.5
Nov-13,"Québec, Quebec",v111955475,12.1,100.4
Dec-13,"Québec, Quebec",v111955475,12.1,100.4
Jan-14,"Québec, Quebec",v111955475,12.1,100.4
Feb-14,"Québec, Quebec",v111955475,12.1,100.3
Mar-14,"Québec, Quebec",v111955475,12.1,100.3
Apr-14,"Québec, Quebec",v111955475,12.1,100.3
May-14,"Québec, Quebec",v111955475,12.1,100.3
Jun-14,"Québec, Quebec",v111955475,12.1,100.6
Jul-14,"Québec, Quebec",v111955475,12.1,100.7
Aug-14,"Québec, Quebec",v111955475,12.1,100.7
Sep-14,"Québec, Quebec",v111955475,12.1,100.7
Oct-14,"Québec, Quebec",v111955475,12.1,100.7
Nov-14,"Québec, Quebec",v111955475,12.1,100.9
Dec-14,"Québec, Quebec",v111955475,12.1,100.9
Jan-15,"Québec, Quebec",v111955475,12.1,100.9
Feb-15,"Québec, Quebec",v111955475,12.1,100.7
Mar-15,"Québec, Quebec",v111955475,12.1,100.8
Apr-15,"Québec, Quebec",v111955475,12.1,100.8
May-15,"Québec, Quebec",v111955475,12.1,100.1
Jun-15,"Québec, Quebec",v111955475,12.1,100.3
Jul-15,"Québec, Quebec",v111955475,12.1,100.3
Aug-15,"Québec, Quebec",v111955475,12.1,100.1
Sep-15,"Québec, Quebec",v111955475,12.1,100.1
Oct-15,"Québec, Quebec",v111955475,12.1,100.1
Nov-15,"Québec, Quebec",v111955475,12.1,99.9
Dec-15,"Québec, Quebec",v111955475,12.1,99.9
Jan-16,"Québec, Quebec",v111955475,12.1,99.9
Feb-16,"Québec, Quebec",v111955475,12.1,99.9
Mar-16,"Québec, Quebec",v111955475,12.1,99.9
Apr-16,"Québec, Quebec",v111955475,12.1,99.9
May-16,"Québec, Quebec",v111955475,12.1,99.9
Jun-16,"Québec, Quebec",v111955475,12.1,99.9
Jul-16,"Québec, Quebec",v111955475,12.1,100.1
Aug-16,"Québec, Quebec",v111955475,12.1,100.1
Sep-16,"Québec, Quebec",v111955475,12.1,100
Oct-16,"Québec, Quebec",v111955475,12.1,100.1
Nov-16,"Québec, Quebec",v111955475,12.1,100.1
Dec-16,"Québec, Quebec",v111955475,12.1,100
Jan-17,"Québec, Quebec",v111955475,12.1,100.2
Feb-17,"Québec, Quebec",v111955475,12.1,100.2
Mar-17,"Québec, Quebec",v111955475,12.1,100.1
Apr-17,"Québec, Quebec",v111955475,12.1,100.2
May-17,"Québec, Quebec",v111955475,12.1,100.3
Jun-17,"Québec, Quebec",v111955475,12.1,100.4
Jul-17,"Québec, Quebec",v111955475,12.1,100.4
Aug-17,"Québec, Quebec",v111955475,12.1,100.4
Sep-17,"Québec, Quebec",v111955475,12.1,100.4
Oct-17,"Québec, Quebec",v111955475,12.1,100.4
Nov-17,"Québec, Quebec",v111955475,12.1,100.6
Dec-17,"Québec, Quebec",v111955475,12.1,100.6
Jan-18,"Québec, Quebec",v111955475,12.1,100.6
Feb-18,"Québec, Quebec",v111955475,12.1,100.6
Mar-18,"Québec, Quebec",v111955475,12.1,100.7
Apr-18,"Québec, Quebec",v111955475,12.1,100.6
May-18,"Québec, Quebec",v111955475,12.1,100.7
Jun-18,"Québec, Quebec",v111955475,12.1,100.7
Jul-18,"Québec, Quebec",v111955475,12.1,100.8
Aug-18,"Québec, Quebec",v111955475,12.1,100.8
Sep-18,"Québec, Quebec",v111955475,12.1,100.8
Oct-18,"Québec, Quebec",v111955475,12.1,100.8
Nov-18,"Québec, Quebec",v111955475,12.1,100.8
Jan-08,"Sherbrooke, Quebec",v111955478,13.1,
Feb-08,"Sherbrooke, Quebec",v111955478,13.1,
Mar-08,"Sherbrooke, Quebec",v111955478,13.1,
Apr-08,"Sherbrooke, Quebec",v111955478,13.1,
May-08,"Sherbrooke, Quebec",v111955478,13.1,
Jun-08,"Sherbrooke, Quebec",v111955478,13.1,
Jul-08,"Sherbrooke, Quebec",v111955478,13.1,
Aug-08,"Sherbrooke, Quebec",v111955478,13.1,
Sep-08,"Sherbrooke, Quebec",v111955478,13.1,
Oct-08,"Sherbrooke, Quebec",v111955478,13.1,
Nov-08,"Sherbrooke, Quebec",v111955478,13.1,
Dec-08,"Sherbrooke, Quebec",v111955478,13.1,
Jan-09,"Sherbrooke, Quebec",v111955478,13.1,
Feb-09,"Sherbrooke, Quebec",v111955478,13.1,
Mar-09,"Sherbrooke, Quebec",v111955478,13.1,
Apr-09,"Sherbrooke, Quebec",v111955478,13.1,
May-09,"Sherbrooke, Quebec",v111955478,13.1,
Jun-09,"Sherbrooke, Quebec",v111955478,13.1,
Jul-09,"Sherbrooke, Quebec",v111955478,13.1,
Aug-09,"Sherbrooke, Quebec",v111955478,13.1,
Sep-09,"Sherbrooke, Quebec",v111955478,13.1,
Oct-09,"Sherbrooke, Quebec",v111955478,13.1,
Nov-09,"Sherbrooke, Quebec",v111955478,13.1,
Dec-09,"Sherbrooke, Quebec",v111955478,13.1,
Jan-10,"Sherbrooke, Quebec",v111955478,13.1,
Feb-10,"Sherbrooke, Quebec",v111955478,13.1,
Mar-10,"Sherbrooke, Quebec",v111955478,13.1,
Apr-10,"Sherbrooke, Quebec",v111955478,13.1,
May-10,"Sherbrooke, Quebec",v111955478,13.1,
Jun-10,"Sherbrooke, Quebec",v111955478,13.1,
Jul-10,"Sherbrooke, Quebec",v111955478,13.1,
Aug-10,"Sherbrooke, Quebec",v111955478,13.1,
Sep-10,"Sherbrooke, Quebec",v111955478,13.1,
Oct-10,"Sherbrooke, Quebec",v111955478,13.1,
Nov-10,"Sherbrooke, Quebec",v111955478,13.1,
Dec-10,"Sherbrooke, Quebec",v111955478,13.1,
Jan-11,"Sherbrooke, Quebec",v111955478,13.1,
Feb-11,"Sherbrooke, Quebec",v111955478,13.1,
Mar-11,"Sherbrooke, Quebec",v111955478,13.1,
Apr-11,"Sherbrooke, Quebec",v111955478,13.1,
May-11,"Sherbrooke, Quebec",v111955478,13.1,
Jun-11,"Sherbrooke, Quebec",v111955478,13.1,
Jul-11,"Sherbrooke, Quebec",v111955478,13.1,
Aug-11,"Sherbrooke, Quebec",v111955478,13.1,
Sep-11,"Sherbrooke, Quebec",v111955478,13.1,
Oct-11,"Sherbrooke, Quebec",v111955478,13.1,
Nov-11,"Sherbrooke, Quebec",v111955478,13.1,
Dec-11,"Sherbrooke, Quebec",v111955478,13.1,
Jan-12,"Sherbrooke, Quebec",v111955478,13.1,
Feb-12,"Sherbrooke, Quebec",v111955478,13.1,
Mar-12,"Sherbrooke, Quebec",v111955478,13.1,
Apr-12,"Sherbrooke, Quebec",v111955478,13.1,
May-12,"Sherbrooke, Quebec",v111955478,13.1,
Jun-12,"Sherbrooke, Quebec",v111955478,13.1,
Jul-12,"Sherbrooke, Quebec",v111955478,13.1,
Aug-12,"Sherbrooke, Quebec",v111955478,13.1,
Sep-12,"Sherbrooke, Quebec",v111955478,13.1,
Oct-12,"Sherbrooke, Quebec",v111955478,13.1,
Nov-12,"Sherbrooke, Quebec",v111955478,13.1,
Dec-12,"Sherbrooke, Quebec",v111955478,13.1,
Jan-13,"Sherbrooke, Quebec",v111955478,13.1,
Feb-13,"Sherbrooke, Quebec",v111955478,13.1,
Mar-13,"Sherbrooke, Quebec",v111955478,13.1,
Apr-13,"Sherbrooke, Quebec",v111955478,13.1,
May-13,"Sherbrooke, Quebec",v111955478,13.1,
Jun-13,"Sherbrooke, Quebec",v111955478,13.1,
Jul-13,"Sherbrooke, Quebec",v111955478,13.1,
Aug-13,"Sherbrooke, Quebec",v111955478,13.1,
Sep-13,"Sherbrooke, Quebec",v111955478,13.1,
Oct-13,"Sherbrooke, Quebec",v111955478,13.1,
Nov-13,"Sherbrooke, Quebec",v111955478,13.1,
Dec-13,"Sherbrooke, Quebec",v111955478,13.1,
Jan-14,"Sherbrooke, Quebec",v111955478,13.1,
Feb-14,"Sherbrooke, Quebec",v111955478,13.1,
Mar-14,"Sherbrooke, Quebec",v111955478,13.1,
Apr-14,"Sherbrooke, Quebec",v111955478,13.1,
May-14,"Sherbrooke, Quebec",v111955478,13.1,
Jun-14,"Sherbrooke, Quebec",v111955478,13.1,
Jul-14,"Sherbrooke, Quebec",v111955478,13.1,
Aug-14,"Sherbrooke, Quebec",v111955478,13.1,
Sep-14,"Sherbrooke, Quebec",v111955478,13.1,
Oct-14,"Sherbrooke, Quebec",v111955478,13.1,
Nov-14,"Sherbrooke, Quebec",v111955478,13.1,
Dec-14,"Sherbrooke, Quebec",v111955478,13.1,
Jan-15,"Sherbrooke, Quebec",v111955478,13.1,
Feb-15,"Sherbrooke, Quebec",v111955478,13.1,
Mar-15,"Sherbrooke, Quebec",v111955478,13.1,
Apr-15,"Sherbrooke, Quebec",v111955478,13.1,
May-15,"Sherbrooke, Quebec",v111955478,13.1,
Jun-15,"Sherbrooke, Quebec",v111955478,13.1,
Jul-15,"Sherbrooke, Quebec",v111955478,13.1,
Aug-15,"Sherbrooke, Quebec",v111955478,13.1,
Sep-15,"Sherbrooke, Quebec",v111955478,13.1,
Oct-15,"Sherbrooke, Quebec",v111955478,13.1,
Nov-15,"Sherbrooke, Quebec",v111955478,13.1,
Dec-15,"Sherbrooke, Quebec",v111955478,13.1,
Jan-16,"Sherbrooke, Quebec",v111955478,13.1,
Feb-16,"Sherbrooke, Quebec",v111955478,13.1,
Mar-16,"Sherbrooke, Quebec",v111955478,13.1,
Apr-16,"Sherbrooke, Quebec",v111955478,13.1,
May-16,"Sherbrooke, Quebec",v111955478,13.1,
Jun-16,"Sherbrooke, Quebec",v111955478,13.1,
Jul-16,"Sherbrooke, Quebec",v111955478,13.1,
Aug-16,"Sherbrooke, Quebec",v111955478,13.1,
Sep-16,"Sherbrooke, Quebec",v111955478,13.1,
Oct-16,"Sherbrooke, Quebec",v111955478,13.1,
Nov-16,"Sherbrooke, Quebec",v111955478,13.1,
Dec-16,"Sherbrooke, Quebec",v111955478,13.1,100
Jan-17,"Sherbrooke, Quebec",v111955478,13.1,100
Feb-17,"Sherbrooke, Quebec",v111955478,13.1,100
Mar-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Apr-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
May-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Jun-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Jul-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Aug-17,"Sherbrooke, Quebec",v111955478,13.1,99.7
Sep-17,"Sherbrooke, Quebec",v111955478,13.1,100
Oct-17,"Sherbrooke, Quebec",v111955478,13.1,100
Nov-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Dec-17,"Sherbrooke, Quebec",v111955478,13.1,99.9
Jan-18,"Sherbrooke, Quebec",v111955478,13.1,99.9
Feb-18,"Sherbrooke, Quebec",v111955478,13.1,99.9
Mar-18,"Sherbrooke, Quebec",v111955478,13.1,99.9
Apr-18,"Sherbrooke, Quebec",v111955478,13.1,100.6
May-18,"Sherbrooke, Quebec",v111955478,13.1,100.6
Jun-18,"Sherbrooke, Quebec",v111955478,13.1,100.5
Jul-18,"Sherbrooke, Quebec",v111955478,13.1,100.4
Aug-18,"Sherbrooke, Quebec",v111955478,13.1,100.4
Sep-18,"Sherbrooke, Quebec",v111955478,13.1,100.8
Oct-18,"Sherbrooke, Quebec",v111955478,13.1,100.8
Nov-18,"Sherbrooke, Quebec",v111955478,13.1,100.8
Jan-08,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-08,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-08,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-08,"Trois-Rivières, Quebec",v111955481,14.1,
May-08,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-08,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-08,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-08,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-08,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-08,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-08,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-08,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-09,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-09,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-09,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-09,"Trois-Rivières, Quebec",v111955481,14.1,
May-09,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-09,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-09,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-09,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-09,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-09,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-09,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-09,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-10,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-10,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-10,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-10,"Trois-Rivières, Quebec",v111955481,14.1,
May-10,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-10,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-10,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-10,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-10,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-10,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-10,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-10,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-11,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-11,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-11,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-11,"Trois-Rivières, Quebec",v111955481,14.1,
May-11,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-11,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-11,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-11,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-11,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-11,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-11,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-11,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-12,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-12,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-12,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-12,"Trois-Rivières, Quebec",v111955481,14.1,
May-12,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-12,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-12,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-12,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-12,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-12,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-12,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-12,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-13,"Trois-Rivières, Quebec",v111955481,14.1,
Feb-13,"Trois-Rivières, Quebec",v111955481,14.1,
Mar-13,"Trois-Rivières, Quebec",v111955481,14.1,
Apr-13,"Trois-Rivières, Quebec",v111955481,14.1,
May-13,"Trois-Rivières, Quebec",v111955481,14.1,
Jun-13,"Trois-Rivières, Quebec",v111955481,14.1,
Jul-13,"Trois-Rivières, Quebec",v111955481,14.1,
Aug-13,"Trois-Rivières, Quebec",v111955481,14.1,
Sep-13,"Trois-Rivières, Quebec",v111955481,14.1,
Oct-13,"Trois-Rivières, Quebec",v111955481,14.1,
Nov-13,"Trois-Rivières, Quebec",v111955481,14.1,
Dec-13,"Trois-Rivières, Quebec",v111955481,14.1,
Jan-14,"Trois-Rivières, Quebec",v111955481,14.1,
