REF_DATE,GEO,VECTOR,COORDINATE,VALUE
Jan-08,Canada,v111955442,1.1,87.6
Feb-08,Canada,v111955442,1.1,87.9
Mar-08,Canada,v111955442,1.1,88.1
Apr-08,Canada,v111955442,1.1,88.1
May-08,Canada,v111955442,1.1,88.1
Jun-08,Canada,v111955442,1.1,88.2
Jul-08,Canada,v111955442,1.1,88.2
Aug-08,Canada,v111955442,1.1,88.2
Sep-08,Canada,v111955442,1.1,88.3
Oct-08,Canada,v111955442,1.1,87.9
Nov-08,Canada,v111955442,1.1,87.7
Dec-08,Canada,v111955442,1.1,87.5
Jan-09,Canada,v111955442,1.1,87
Feb-09,Canada,v111955442,1.1,86.4
Mar-09,Canada,v111955442,1.1,86
Apr-09,Canada,v111955442,1.1,85.5
May-09,Canada,v111955442,1.1,85.4
Jun-09,Canada,v111955442,1.1,85.2
Jul-09,Canada,v111955442,1.1,85.4
Aug-09,Canada,v111955442,1.1,85.5
Sep-09,Canada,v111955442,1.1,85.9
Oct-09,Canada,v111955442,1.1,86.1
Nov-09,Canada,v111955442,1.1,86.4
Dec-09,Canada,v111955442,1.1,86.7
Jan-10,Canada,v111955442,1.1,87.1
Feb-10,Canada,v111955442,1.1,87.1
Mar-10,Canada,v111955442,1.1,87.4
Apr-10,Canada,v111955442,1.1,87.6
May-10,Canada,v111955442,1.1,87.9
Jun-10,Canada,v111955442,1.1,88
Jul-10,Canada,v111955442,1.1,87.9
Aug-10,Canada,v111955442,1.1,88
Sep-10,Canada,v111955442,1.1,88.1
Oct-10,Canada,v111955442,1.1,88.2
Nov-10,Canada,v111955442,1.1,88.4
Dec-10,Canada,v111955442,1.1,88.4
Jan-11,Canada,v111955442,1.1,88.6
Feb-11,Canada,v111955442,1.1,89
Mar-11,Canada,v111955442,1.1,89
Apr-11,Canada,v111955442,1.1,89.2
May-11,Canada,v111955442,1.1,89.6
Jun-11,Canada,v111955442,1.1,89.8
Jul-11,Canada,v111955442,1.1,89.9
Aug-11,Canada,v111955442,1.1,90
Sep-11,Canada,v111955442,1.1,90.1
Oct-11,Canada,v111955442,1.1,90.3
Nov-11,Canada,v111955442,1.1,90.6
Dec-11,Canada,v111955442,1.1,90.7
Jan-12,Canada,v111955442,1.1,90.8
Feb-12,Canada,v111955442,1.1,91
Mar-12,Canada,v111955442,1.1,91.3
Apr-12,Canada,v111955442,1.1,91.5
May-12,Canada,v111955442,1.1,91.7
Jun-12,Canada,v111955442,1.1,91.9
Jul-12,Canada,v111955442,1.1,92
Aug-12,Canada,v111955442,1.1,92.1
Sep-12,Canada,v111955442,1.1,92.3
Oct-12,Canada,v111955442,1.1,92.5
Nov-12,Canada,v111955442,1.1,92.6
Dec-12,Canada,v111955442,1.1,92.7
Jan-13,Canada,v111955442,1.1,92.8
Feb-13,Canada,v111955442,1.1,93
Mar-13,Canada,v111955442,1.1,93
Apr-13,Canada,v111955442,1.1,93.2
May-13,Canada,v111955442,1.1,93.4
Jun-13,Canada,v111955442,1.1,93.5
Jul-13,Canada,v111955442,1.1,93.6
Aug-13,Canada,v111955442,1.1,93.7
Sep-13,Canada,v111955442,1.1,93.8
Oct-13,Canada,v111955442,1.1,93.8
Nov-13,Canada,v111955442,1.1,93.9
Dec-13,Canada,v111955442,1.1,93.9
Jan-14,Canada,v111955442,1.1,94.1
Feb-14,Canada,v111955442,1.1,94.4
Mar-14,Canada,v111955442,1.1,94.5
Apr-14,Canada,v111955442,1.1,94.7
May-14,Canada,v111955442,1.1,94.8
Jun-14,Canada,v111955442,1.1,94.9
Jul-14,Canada,v111955442,1.1,94.9
Aug-14,Canada,v111955442,1.1,95.2
Sep-14,Canada,v111955442,1.1,95.3
Oct-14,Canada,v111955442,1.1,95.4
Nov-14,Canada,v111955442,1.1,95.5
Dec-14,Canada,v111955442,1.1,95.5
Jan-15,Canada,v111955442,1.1,95.5
Feb-15,Canada,v111955442,1.1,95.6
Mar-15,Canada,v111955442,1.1,95.7
Apr-15,Canada,v111955442,1.1,95.7
May-15,Canada,v111955442,1.1,95.9
Jun-15,Canada,v111955442,1.1,96.1
Jul-15,Canada,v111955442,1.1,96.2
Aug-15,Canada,v111955442,1.1,96.5
Sep-15,Canada,v111955442,1.1,96.6
Oct-15,Canada,v111955442,1.1,96.8
Nov-15,Canada,v111955442,1.1,96.9
Dec-15,Canada,v111955442,1.1,97
Jan-16,Canada,v111955442,1.1,97.1
Feb-16,Canada,v111955442,1.1,97.3
Mar-16,Canada,v111955442,1.1,97.5
Apr-16,Canada,v111955442,1.1,97.7
May-16,Canada,v111955442,1.1,98.5
Jun-16,Canada,v111955442,1.1,98.6
Jul-16,Canada,v111955442,1.1,99
Aug-16,Canada,v111955442,1.1,99.1
Sep-16,Canada,v111955442,1.1,99.3
Oct-16,Canada,v111955442,1.1,99.7
Nov-16,Canada,v111955442,1.1,99.9
Dec-16,Canada,v111955442,1.1,100
Jan-17,Canada,v111955442,1.1,100.1
Feb-17,Canada,v111955442,1.1,100.5
Mar-17,Canada,v111955442,1.1,100.7
Apr-17,Canada,v111955442,1.1,101.5
May-17,Canada,v111955442,1.1,102.2
Jun-17,Canada,v111955442,1.1,102.4
Jul-17,Canada,v111955442,1.1,102.8
Aug-17,Canada,v111955442,1.1,102.9
Sep-17,Canada,v111955442,1.1,103.1
Oct-17,Canada,v111955442,1.1,103.2
Nov-17,Canada,v111955442,1.1,103.3
Dec-17,Canada,v111955442,1.1,103.3
Jan-18,Canada,v111955442,1.1,103.3
Feb-18,Canada,v111955442,1.1,103.1
Mar-18,Canada,v111955442,1.1,103.1
Apr-18,Canada,v111955442,1.1,103.1
May-18,Canada,v111955442,1.1,103.1
Jun-18,Canada,v111955442,1.1,103.2
Jul-18,Canada,v111955442,1.1,103.3
Aug-18,Canada,v111955442,1.1,103.3
Sep-18,Canada,v111955442,1.1,103.3
Oct-18,Canada,v111955442,1.1,103.3
Nov-18,Canada,v111955442,1.1,103.3
Jan-08,Atlantic Region,v111955445,2.1,82.9
Feb-08,Atlantic Region,v111955445,2.1,83.6
Mar-08,Atlantic Region,v111955445,2.1,84
Apr-08,Atlantic Region,v111955445,2.1,84.9
May-08,Atlantic Region,v111955445,2.1,86.1
Jun-08,Atlantic Region,v111955445,2.1,87.1
Jul-08,Atlantic Region,v111955445,2.1,88.3
Aug-08,Atlantic Region,v111955445,2.1,88.6
Sep-08,Atlantic Region,v111955445,2.1,88.5
Oct-08,Atlantic Region,v111955445,2.1,88.7
Nov-08,Atlantic Region,v111955445,2.1,89.9
Dec-08,Atlantic Region,v111955445,2.1,90.1
Jan-09,Atlantic Region,v111955445,2.1,90.6
Feb-09,Atlantic Region,v111955445,2.1,90.8
Mar-09,Atlantic Region,v111955445,2.1,90.9
Apr-09,Atlantic Region,v111955445,2.1,91
May-09,Atlantic Region,v111955445,2.1,91.1
Jun-09,Atlantic Region,v111955445,2.1,91.2
Jul-09,Atlantic Region,v111955445,2.1,91.2
Aug-09,Atlantic Region,v111955445,2.1,91.6
Sep-09,Atlantic Region,v111955445,2.1,91.7
Oct-09,Atlantic Region,v111955445,2.1,91.7
Nov-09,Atlantic Region,v111955445,2.1,92
Dec-09,Atlantic Region,v111955445,2.1,92.3
Jan-10,Atlantic Region,v111955445,2.1,92.9
Feb-10,Atlantic Region,v111955445,2.1,92.9
Mar-10,Atlantic Region,v111955445,2.1,92.9
Apr-10,Atlantic Region,v111955445,2.1,93.3
May-10,Atlantic Region,v111955445,2.1,93.5
Jun-10,Atlantic Region,v111955445,2.1,93.9
Jul-10,Atlantic Region,v111955445,2.1,93.9
Aug-10,Atlantic Region,v111955445,2.1,93.9
Sep-10,Atlantic Region,v111955445,2.1,93.9
Oct-10,Atlantic Region,v111955445,2.1,93.9
Nov-10,Atlantic Region,v111955445,2.1,95.9
Dec-10,Atlantic Region,v111955445,2.1,96
Jan-11,Atlantic Region,v111955445,2.1,96
Feb-11,Atlantic Region,v111955445,2.1,96.1
Mar-11,Atlantic Region,v111955445,2.1,96.1
Apr-11,Atlantic Region,v111955445,2.1,96.1
May-11,Atlantic Region,v111955445,2.1,96
Jun-11,Atlantic Region,v111955445,2.1,96
Jul-11,Atlantic Region,v111955445,2.1,96.2
Aug-11,Atlantic Region,v111955445,2.1,96.2
Sep-11,Atlantic Region,v111955445,2.1,96.4
Oct-11,Atlantic Region,v111955445,2.1,96.4
Nov-11,Atlantic Region,v111955445,2.1,96.4
Dec-11,Atlantic Region,v111955445,2.1,96.4
Jan-12,Atlantic Region,v111955445,2.1,96.2
Feb-12,Atlantic Region,v111955445,2.1,96.5
Mar-12,Atlantic Region,v111955445,2.1,96.6
Apr-12,Atlantic Region,v111955445,2.1,96.7
May-12,Atlantic Region,v111955445,2.1,96.7
Jun-12,Atlantic Region,v111955445,2.1,96.7
Jul-12,Atlantic Region,v111955445,2.1,97.1
Aug-12,Atlantic Region,v111955445,2.1,97.3
Sep-12,Atlantic Region,v111955445,2.1,97.2
Oct-12,Atlantic Region,v111955445,2.1,97.2
Nov-12,Atlantic Region,v111955445,2.1,97.4
Dec-12,Atlantic Region,v111955445,2.1,97.4
Jan-13,Atlantic Region,v111955445,2.1,97.5
Feb-13,Atlantic Region,v111955445,2.1,97.9
Mar-13,Atlantic Region,v111955445,2.1,97.9
Apr-13,Atlantic Region,v111955445,2.1,98.4
May-13,Atlantic Region,v111955445,2.1,98.6
Jun-13,Atlantic Region,v111955445,2.1,98.6
Jul-13,Atlantic Region,v111955445,2.1,99
Aug-13,Atlantic Region,v111955445,2.1,99
Sep-13,Atlantic Region,v111955445,2.1,99.1
Oct-13,Atlantic Region,v111955445,2.1,99.1
Nov-13,Atlantic Region,v111955445,2.1,99.1
Dec-13,Atlantic Region,v111955445,2.1,99.1
Jan-14,Atlantic Region,v111955445,2.1,99
Feb-14,Atlantic Region,v111955445,2.1,99
Mar-14,Atlantic Region,v111955445,2.1,99.1
Apr-14,Atlantic Region,v111955445,2.1,99.1
May-14,Atlantic Region,v111955445,2.1,99.1
Jun-14,Atlantic Region,v111955445,2.1,99
Jul-14,Atlantic Region,v111955445,2.1,98.9
Aug-14,Atlantic Region,v111955445,2.1,98.9
Sep-14,Atlantic Region,v111955445,2.1,99
Oct-14,Atlantic Region,v111955445,2.1,99
Nov-14,Atlantic Region,v111955445,2.1,99.1
Dec-14,Atlantic Region,v111955445,2.1,99.1
Jan-15,Atlantic Region,v111955445,2.1,99.1
Feb-15,Atlantic Region,v111955445,2.1,99.3
Mar-15,Atlantic Region,v111955445,2.1,99.3
Apr-15,Atlantic Region,v111955445,2.1,99.3
May-15,Atlantic Region,v111955445,2.1,99.3
Jun-15,Atlantic Region,v111955445,2.1,99.4
Jul-15,Atlantic Region,v111955445,2.1,99.5
Aug-15,Atlantic Region,v111955445,2.1,99.5
Sep-15,Atlantic Region,v111955445,2.1,99.5
Oct-15,Atlantic Region,v111955445,2.1,99.5
Nov-15,Atlantic Region,v111955445,2.1,99.5
Dec-15,Atlantic Region,v111955445,2.1,99.5
Jan-16,Atlantic Region,v111955445,2.1,99.5
Feb-16,Atlantic Region,v111955445,2.1,99.6
Mar-16,Atlantic Region,v111955445,2.1,99.6
Apr-16,Atlantic Region,v111955445,2.1,99.6
May-16,Atlantic Region,v111955445,2.1,99.6
Jun-16,Atlantic Region,v111955445,2.1,99.6
Jul-16,Atlantic Region,v111955445,2.1,99.5
Aug-16,Atlantic Region,v111955445,2.1,99.5
Sep-16,Atlantic Region,v111955445,2.1,99.7
Oct-16,Atlantic Region,v111955445,2.1,100
Nov-16,Atlantic Region,v111955445,2.1,100
Dec-16,Atlantic Region,v111955445,2.1,100
Jan-17,Atlantic Region,v111955445,2.1,100
Feb-17,Atlantic Region,v111955445,2.1,99.9
Mar-17,Atlantic Region,v111955445,2.1,99.9
Apr-17,Atlantic Region,v111955445,2.1,99.8
May-17,Atlantic Region,v111955445,2.1,99.9
Jun-17,Atlantic Region,v111955445,2.1,99.9
Jul-17,Atlantic Region,v111955445,2.1,100.1
Aug-17,Atlantic Region,v111955445,2.1,99.9
Sep-17,Atlantic Region,v111955445,2.1,100
Oct-17,Atlantic Region,v111955445,2.1,100
Nov-17,Atlantic Region,v111955445,2.1,100.2
Dec-17,Atlantic Region,v111955445,2.1,100.2
Jan-18,Atlantic Region,v111955445,2.1,100.3
Feb-18,Atlantic Region,v111955445,2.1,100.3
Mar-18,Atlantic Region,v111955445,2.1,100.4
Apr-18,Atlantic Region,v111955445,2.1,100.5
May-18,Atlantic Region,v111955445,2.1,100.4
Jun-18,Atlantic Region,v111955445,2.1,100.4
Jul-18,Atlantic Region,v111955445,2.1,100.4
Aug-18,Atlantic Region,v111955445,2.1,100.5
Sep-18,Atlantic Region,v111955445,2.1,100.3
Oct-18,Atlantic Region,v111955445,2.1,100.1
Nov-18,Atlantic Region,v111955445,2.1,100
Jan-08,Newfoundland and Labrador,v111955448,3.1,69.9
Feb-08,Newfoundland and Labrador,v111955448,3.1,72
Mar-08,Newfoundland and Labrador,v111955448,3.1,72.1
Apr-08,Newfoundland and Labrador,v111955448,3.1,74.6
May-08,Newfoundland and Labrador,v111955448,3.1,77.4
Jun-08,Newfoundland and Labrador,v111955448,3.1,79.6
Jul-08,Newfoundland and Labrador,v111955448,3.1,82
Aug-08,Newfoundland and Labrador,v111955448,3.1,82.6
Sep-08,Newfoundland and Labrador,v111955448,3.1,82.6
Oct-08,Newfoundland and Labrador,v111955448,3.1,83
Nov-08,Newfoundland and Labrador,v111955448,3.1,85.9
Dec-08,Newfoundland and Labrador,v111955448,3.1,86
Jan-09,Newfoundland and Labrador,v111955448,3.1,86.8
Feb-09,Newfoundland and Labrador,v111955448,3.1,86.7
Mar-09,Newfoundland and Labrador,v111955448,3.1,87.1
Apr-09,Newfoundland and Labrador,v111955448,3.1,87.3
May-09,Newfoundland and Labrador,v111955448,3.1,87.3
Jun-09,Newfoundland and Labrador,v111955448,3.1,87.7
Jul-09,Newfoundland and Labrador,v111955448,3.1,87.7
Aug-09,Newfoundland and Labrador,v111955448,3.1,88.7
Sep-09,Newfoundland and Labrador,v111955448,3.1,88.7
Oct-09,Newfoundland and Labrador,v111955448,3.1,88.7
Nov-09,Newfoundland and Labrador,v111955448,3.1,89.3
Dec-09,Newfoundland and Labrador,v111955448,3.1,89.9
Jan-10,Newfoundland and Labrador,v111955448,3.1,91.5
Feb-10,Newfoundland and Labrador,v111955448,3.1,91.5
Mar-10,Newfoundland and Labrador,v111955448,3.1,91.5
Apr-10,Newfoundland and Labrador,v111955448,3.1,92.5
May-10,Newfoundland and Labrador,v111955448,3.1,92.7
Jun-10,Newfoundland and Labrador,v111955448,3.1,93
Jul-10,Newfoundland and Labrador,v111955448,3.1,93
Aug-10,Newfoundland and Labrador,v111955448,3.1,93
Sep-10,Newfoundland and Labrador,v111955448,3.1,93
Oct-10,Newfoundland and Labrador,v111955448,3.1,93
Nov-10,Newfoundland and Labrador,v111955448,3.1,97
Dec-10,Newfoundland and Labrador,v111955448,3.1,97
Jan-11,Newfoundland and Labrador,v111955448,3.1,97.2
Feb-11,Newfoundland and Labrador,v111955448,3.1,97.2
Mar-11,Newfoundland and Labrador,v111955448,3.1,97.2
Apr-11,Newfoundland and Labrador,v111955448,3.1,97.1
May-11,Newfoundland and Labrador,v111955448,3.1,97
Jun-11,Newfoundland and Labrador,v111955448,3.1,97
Jul-11,Newfoundland and Labrador,v111955448,3.1,96.9
Aug-11,Newfoundland and Labrador,v111955448,3.1,96.9
Sep-11,Newfoundland and Labrador,v111955448,3.1,96.9
Oct-11,Newfoundland and Labrador,v111955448,3.1,96.9
Nov-11,Newfoundland and Labrador,v111955448,3.1,96.9
Dec-11,Newfoundland and Labrador,v111955448,3.1,96.9
Jan-12,Newfoundland and Labrador,v111955448,3.1,96.5
Feb-12,Newfoundland and Labrador,v111955448,3.1,96.5
Mar-12,Newfoundland and Labrador,v111955448,3.1,96.8
Apr-12,Newfoundland and Labrador,v111955448,3.1,96.8
May-12,Newfoundland and Labrador,v111955448,3.1,97
Jun-12,Newfoundland and Labrador,v111955448,3.1,97.1
Jul-12,Newfoundland and Labrador,v111955448,3.1,97.7
Aug-12,Newfoundland and Labrador,v111955448,3.1,97.7
Sep-12,Newfoundland and Labrador,v111955448,3.1,97.5
Oct-12,Newfoundland and Labrador,v111955448,3.1,97.5
Nov-12,Newfoundland and Labrador,v111955448,3.1,97.5
Dec-12,Newfoundland and Labrador,v111955448,3.1,97.5
Jan-13,Newfoundland and Labrador,v111955448,3.1,97.7
Feb-13,Newfoundland and Labrador,v111955448,3.1,97.7
Mar-13,Newfoundland and Labrador,v111955448,3.1,97.7
Apr-13,Newfoundland and Labrador,v111955448,3.1,98.6
May-13,Newfoundland and Labrador,v111955448,3.1,98.8
Jun-13,Newfoundland and Labrador,v111955448,3.1,98.8
Jul-13,Newfoundland and Labrador,v111955448,3.1,99.4
Aug-13,Newfoundland and Labrador,v111955448,3.1,99.6
Sep-13,Newfoundland and Labrador,v111955448,3.1,99.6
Oct-13,Newfoundland and Labrador,v111955448,3.1,99.6
Nov-13,Newfoundland and Labrador,v111955448,3.1,99.6
Dec-13,Newfoundland and Labrador,v111955448,3.1,99.6
Jan-14,Newfoundland and Labrador,v111955448,3.1,99.6
Feb-14,Newfoundland and Labrador,v111955448,3.1,99.6
Mar-14,Newfoundland and Labrador,v111955448,3.1,99.9
Apr-14,Newfoundland and Labrador,v111955448,3.1,99.9
May-14,Newfoundland and Labrador,v111955448,3.1,99.8
Jun-14,Newfoundland and Labrador,v111955448,3.1,99.7
Jul-14,Newfoundland and Labrador,v111955448,3.1,99.7
Aug-14,Newfoundland and Labrador,v111955448,3.1,99.7
Sep-14,Newfoundland and Labrador,v111955448,3.1,99.7
Oct-14,Newfoundland and Labrador,v111955448,3.1,99.7
Nov-14,Newfoundland and Labrador,v111955448,3.1,99.9
Dec-14,Newfoundland and Labrador,v111955448,3.1,99.9
Jan-15,Newfoundland and Labrador,v111955448,3.1,99.9
Feb-15,Newfoundland and Labrador,v111955448,3.1,99.9
Mar-15,Newfoundland and Labrador,v111955448,3.1,99.9
Apr-15,Newfoundland and Labrador,v111955448,3.1,99.9
May-15,Newfoundland and Labrador,v111955448,3.1,99.8
Jun-15,Newfoundland and Labrador,v111955448,3.1,99.8
Jul-15,Newfoundland and Labrador,v111955448,3.1,100.1
Aug-15,Newfoundland and Labrador,v111955448,3.1,100.1
Sep-15,Newfoundland and Labrador,v111955448,3.1,100.1
Oct-15,Newfoundland and Labrador,v111955448,3.1,100.1
Nov-15,Newfoundland and Labrador,v111955448,3.1,100.3
Dec-15,Newfoundland and Labrador,v111955448,3.1,100.3
Jan-16,Newfoundland and Labrador,v111955448,3.1,100.3
Feb-16,Newfoundland and Labrador,v111955448,3.1,100.3
Mar-16,Newfoundland and Labrador,v111955448,3.1,100.2
Apr-16,Newfoundland and Labrador,v111955448,3.1,100.2
May-16,Newfoundland and Labrador,v111955448,3.1,100.3
Jun-16,Newfoundland and Labrador,v111955448,3.1,100.3
Jul-16,Newfoundland and Labrador,v111955448,3.1,100
Aug-16,Newfoundland and Labrador,v111955448,3.1,99.8
Sep-16,Newfoundland and Labrador,v111955448,3.1,100
Oct-16,Newfoundland and Labrador,v111955448,3.1,100
Nov-16,Newfoundland and Labrador,v111955448,3.1,100
Dec-16,Newfoundland and Labrador,v111955448,3.1,100
Jan-17,Newfoundland and Labrador,v111955448,3.1,99.6
Feb-17,Newfoundland and Labrador,v111955448,3.1,99.6
Mar-17,Newfoundland and Labrador,v111955448,3.1,99.5
Apr-17,Newfoundland and Labrador,v111955448,3.1,99.5
May-17,Newfoundland and Labrador,v111955448,3.1,99.5
Jun-17,Newfoundland and Labrador,v111955448,3.1,99.4
Jul-17,Newfoundland and Labrador,v111955448,3.1,99.4
Aug-17,Newfoundland and Labrador,v111955448,3.1,98.9
Sep-17,Newfoundland and Labrador,v111955448,3.1,98.9
Oct-17,Newfoundland and Labrador,v111955448,3.1,98.9
Nov-17,Newfoundland and Labrador,v111955448,3.1,99
Dec-17,Newfoundland and Labrador,v111955448,3.1,99
Jan-18,Newfoundland and Labrador,v111955448,3.1,99
Feb-18,Newfoundland and Labrador,v111955448,3.1,99
Mar-18,Newfoundland and Labrador,v111955448,3.1,99
Apr-18,Newfoundland and Labrador,v111955448,3.1,99
May-18,Newfoundland and Labrador,v111955448,3.1,98.9
Jun-18,Newfoundland and Labrador,v111955448,3.1,98.7
Jul-18,Newfoundland and Labrador,v111955448,3.1,98.9
Aug-18,Newfoundland and Labrador,v111955448,3.1,98.9
Sep-18,Newfoundland and Labrador,v111955448,3.1,98.5
Oct-18,Newfoundland and Labrador,v111955448,3.1,98.4
Nov-18,Newfoundland and Labrador,v111955448,3.1,98
Jan-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,69.9
Feb-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,72
Mar-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,72.1
Apr-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,74.6
May-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,77.4
Jun-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,79.6
Jul-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,82
Aug-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,82.6
Sep-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,82.6
Oct-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,83
Nov-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,85.9
Dec-08,"St. John's, Newfoundland and Labrador",v111955451,4.1,86
Jan-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,86.8
Feb-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,86.7
Mar-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,87.1
Apr-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,87.3
May-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,87.3
Jun-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,87.7
Jul-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,87.7
Aug-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,88.7
Sep-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,88.7
Oct-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,88.7
Nov-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,89.3
Dec-09,"St. John's, Newfoundland and Labrador",v111955451,4.1,89.9
Jan-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,91.5
Feb-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,91.5
Mar-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,91.5
Apr-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,92.5
May-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,92.7
Jun-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,93
Jul-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,93
Aug-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,93
Sep-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,93
Oct-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,93
Nov-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,97
Dec-10,"St. John's, Newfoundland and Labrador",v111955451,4.1,97
Jan-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.2
Feb-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.2
Mar-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.2
Apr-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.1
May-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97
Jun-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,97
Jul-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Aug-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Sep-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Oct-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Nov-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Dec-11,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.9
Jan-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.5
Feb-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.5
Mar-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.8
Apr-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,96.8
May-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97
Jun-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.1
Jul-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.7
Aug-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.7
Sep-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.5
Oct-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.5
Nov-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.5
Dec-12,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.5
Jan-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.7
Feb-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.7
Mar-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,97.7
Apr-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,98.6
May-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,98.8
Jun-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,98.8
Jul-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.4
Aug-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Sep-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Oct-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Nov-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Dec-13,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Jan-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Feb-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.6
Mar-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Apr-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
May-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.8
Jun-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.7
Jul-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.7
Aug-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.7
Sep-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.7
Oct-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.7
Nov-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Dec-14,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Jan-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Feb-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Mar-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
Apr-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.9
May-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.8
Jun-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,99.8
Jul-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.1
Aug-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.1
Sep-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.1
Oct-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.1
Nov-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.3
Dec-15,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.3
Jan-16,"St. John's, Newfoundland and Labrador",v111955451,4.1,100.3
